X,Y,Outcome,Bodypart
73.9000015,47.0,0,0
85.0,35.4000015,0,0
91.0,52.7999992,0,1
97.1999969,34.799999199999995,0,0
78.5999985,73.3000031,0,0
79.9000015,66.0999985,0,0
85.0999985,41.299999199999995,0,0
91.4000015,48.4000015,0,0
71.5,70.0999985,0,0
75.1999969,38.900001499999995,0,0
72.4000015,27.600000400000003,0,0
87.1999969,35.599998500000005,0,0
74.9000015,47.200000800000005,0,0
72.5999985,60.5999985,0,0
74.5999985,68.8000031,0,0
76.8000031,61.5,0,0
95.5999985,58.4000015,0,0
92.0,32.7999992,0,0
87.5,70.19999689999999,0,0
79.0999985,40.0,0,0
86.0999985,36.4000015,0,0
74.5,38.7999992,0,0
79.5,35.0999985,0,0
80.0,63.4000015,0,0
95.0,49.5,0,0
84.5999985,59.4000015,0,0
81.1999969,51.0,0,0
78.5,57.49999999999999,0,0
95.0,51.5,0,1
90.3000031,65.3000031,0,0
76.4000015,42.2000008,0,0
70.0999985,61.7000008,0,0
87.1999969,32.7000008,0,0
92.6999969,52.7999992,0,1
76.8000031,73.8000031,0,0
71.0,42.099998500000005,0,0
91.8000031,56.99999999999999,1,1
85.5,52.7999992,0,0
93.0999985,53.5999985,0,0
87.4000015,73.0,0,0
89.0999985,54.599998500000005,0,0
89.0999985,64.8000031,1,0
92.5999985,43.7000008,0,1
85.6999969,40.0999985,1,0
87.3000031,25.0,0,0
93.0999985,62.4000015,0,0
72.5,44.5,0,0
91.9000015,66.0,0,0
91.9000015,46.4000015,0,1
85.9000015,70.19999689999999,0,0
88.5,50.0,1,0
90.6999969,52.2000008,0,0
73.8000031,60.7999992,0,0
93.0,45.0999985,0,1
91.0,54.0,0,1
90.4000015,64.3000031,0,0
91.1999969,30.3999996,0,0
86.6999969,37.4000015,0,0
78.3000031,41.2000008,0,0
88.0999985,68.4000015,0,0
92.9000015,42.4000015,0,1
91.8000031,58.2000008,0,0
77.0999985,55.099998500000005,0,0
90.8000031,44.2999992,0,1
78.5999985,39.7000008,0,0
86.3000031,68.8000031,0,0
73.4000015,48.5,0,0
85.1999969,57.599998500000005,0,0
92.5999985,67.8000031,0,0
66.3000031,83.0999985,0,0
77.5999985,52.2000008,0,0
73.9000015,53.7999992,0,0
86.4000015,41.7999992,0,0
91.8000031,67.5999985,0,0
71.6999969,41.0,0,0
80.3000031,57.900001499999995,0,0
78.5999985,61.4000015,0,0
84.5999985,60.5999985,0,0
83.1999969,51.2000008,0,0
73.9000015,40.0999985,0,0
74.0999985,44.900001499999995,0,0
94.9000015,57.099998500000005,1,1
75.0999985,45.2999992,0,0
87.1999969,56.099998500000005,0,0
75.9000015,49.7000008,0,0
73.1999969,54.7999992,0,0
85.1999969,57.2000008,0,0
94.5999985,48.7999992,0,0
90.1999969,71.5,0,0
79.5999985,79.0999985,0,0
75.5999985,44.2999992,0,0
71.1999969,57.900001499999995,0,0
87.5999985,60.2000008,0,1
87.8000031,43.0,0,1
85.8000031,67.9000015,0,0
92.9000015,47.200000800000005,0,1
88.5,31.200000799999998,0,0
91.5999985,52.4000015,1,0
88.8000031,57.900001499999995,1,0
95.6999969,48.2000008,1,1
85.3000031,52.7999992,0,0
90.1999969,47.4000015,0,0
88.5,50.0,1,0
86.1999969,36.2999992,0,0
93.0,35.0999985,0,0
97.4000015,61.2000008,0,0
88.5,50.0,1,0
91.6999969,45.0999985,0,1
98.6999969,40.700000800000005,0,0
89.9000015,35.7000008,0,0
90.0,74.5,0,0
79.3000031,69.5,0,0
75.6999969,34.299999199999995,0,0
91.9000015,43.0999985,0,0
90.6999969,35.5,0,1
90.6999969,36.2999992,0,0
85.6999969,60.5,0,0
93.0,53.4000015,0,0
88.0999985,67.30000310000001,0,0
89.5,46.0999985,0,1
93.8000031,28.000000000000004,0,0
92.6999969,53.0999985,0,0
92.9000015,33.2000008,0,0
96.5999985,46.5999985,0,1
90.8000031,43.7999992,0,1
95.19999689999999,69.5,0,0
91.9000015,57.099998500000005,0,1
92.30000310000001,47.9000015,0,0
94.3000031,53.5999985,0,1
87.4000015,57.2000008,0,0
86.9000015,41.2000008,0,0
89.1999969,60.2000008,0,0
88.0,43.7000008,0,0
84.6999969,30.6000004,0,0
88.9000015,54.400001499999995,0,0
81.0,36.599998500000005,0,0
93.0999985,57.599998500000005,0,1
95.5999985,49.0,1,1
87.9000015,35.0,0,0
92.6999969,53.200000800000005,1,0
92.5,46.799999199999995,0,1
75.8000031,61.7999992,0,0
79.6999969,40.700000800000005,0,0
79.5999985,41.2000008,0,0
71.5,36.4000015,0,0
90.5999985,46.5999985,0,0
83.8000031,54.50000000000001,0,0
74.5999985,61.5,0,0
92.0,58.099998500000005,0,1
85.9000015,69.6999969,0,0
90.5999985,35.7999992,1,0
87.4000015,42.599998500000005,0,0
91.6999969,49.5999985,1,0
93.9000015,44.7000008,0,1
75.5,42.4000015,0,0
87.8000031,64.1999969,0,0
96.5999985,61.5,0,0
90.8000031,43.7000008,0,1
94.6999969,52.2000008,0,1
81.5999985,51.9000015,0,0
71.4000015,52.7999992,0,0
73.0,55.400001499999995,0,0
84.5,68.6999969,0,0
84.3000031,53.0,0,0
80.9000015,56.099998500000005,0,0
90.3000031,36.5,0,0
69.9000015,68.5999985,0,0
78.9000015,44.2999992,0,0
81.8000031,70.6999969,0,0
84.9000015,38.0,0,0
77.0999985,68.1999969,0,0
96.4000015,50.9000015,1,0
96.0999985,49.7999992,1,0
84.0,60.2999992,0,0
92.6999969,47.7999992,0,1
91.3000031,42.2000008,0,0
91.9000015,37.0999985,0,0
80.4000015,61.5,0,0
82.9000015,39.5999985,0,0
82.1999969,62.9000015,0,0
87.1999969,45.7999992,0,0
80.6999969,54.599998500000005,0,0
85.1999969,51.2000008,0,0
84.4000015,50.9000015,0,0
85.4000015,76.0,0,0
79.9000015,44.2000008,0,0
87.5,57.49999999999999,0,0
72.5999985,60.5,0,0
89.3000031,59.0999985,0,0
77.0999985,67.0,0,0
79.3000031,69.9000015,0,0
81.8000031,71.1999969,0,0
73.6999969,56.099998500000005,0,0
74.0,62.0999985,0,0
73.0999985,51.2000008,0,0
87.0,68.1999969,0,0
85.6999969,63.9000015,0,0
88.3000031,61.2000008,0,0
76.9000015,52.5999985,0,0
86.4000015,60.7999992,0,0
70.6999969,51.2999992,0,0
89.5,34.9000015,0,0
95.6999969,56.00000000000001,1,0
90.9000015,68.5,0,0
87.3000031,58.7000008,0,1
88.5,50.0,0,0
90.6999969,65.3000031,0,0
96.3000031,48.7000008,0,0
81.3000031,64.0999985,0,0
89.9000015,58.5,0,0
78.3000031,37.5999985,0,0
87.4000015,34.799999199999995,1,0
45.0,33.0999985,0,0
86.9000015,36.099998500000005,0,0
85.9000015,56.200000800000005,0,0
85.0999985,47.7999992,1,0
87.5999985,40.9000015,0,0
86.5,41.7999992,0,0
77.1999969,38.5,0,0
82.3000031,63.7000008,0,0
87.6999969,75.6999969,0,0
95.8000031,66.5999985,0,0
70.5,30.700000799999998,0,0
97.9000015,37.0999985,0,0
86.5,54.0,0,0
76.6999969,42.5,0,0
96.6999969,67.5,0,0
77.3000031,64.1999969,0,0
78.9000015,36.7000008,0,0
90.5999985,41.0,0,0
75.5,76.5,0,0
79.5999985,65.6999969,0,0
90.9000015,50.5999985,0,1
79.80000310000001,58.9000015,0,0
88.5,50.0,1,0
77.5999985,64.9000015,0,0
76.9000015,57.299999199999995,0,0
89.0,59.4000015,0,1
74.9000015,50.0999985,0,0
67.0999985,69.4000015,0,0
77.8000031,41.4000015,0,1
82.1999969,50.0,0,0
72.5,50.0999985,0,0
76.0,72.0999985,0,0
87.4000015,54.599998500000005,0,0
82.4000015,36.099998500000005,0,0
85.6999969,26.2000008,0,0
85.5,70.6999969,0,0
85.4000015,23.8999996,0,0
74.1999969,73.5,0,0
97.3000031,33.4000015,0,0
77.6999969,69.0,0,0
89.5999985,57.49999999999999,0,1
88.5,50.0,1,0
94.5999985,47.7999992,1,1
86.0999985,65.0999985,0,0
81.6999969,49.9000015,0,0
78.1999969,37.9000015,0,0
80.6999969,66.5999985,0,0
78.0,40.0999985,0,0
95.4000015,40.0999985,0,0
91.8000031,33.9000015,0,0
87.9000015,51.2999992,0,0
90.3000031,35.5,0,1
85.9000015,30.3999996,0,0
86.5999985,29.7999992,0,0
92.30000310000001,50.2000008,1,0
84.5999985,55.700000800000005,0,0
80.5,34.9000015,0,0
91.6999969,61.0,0,0
92.1999969,36.9000015,0,1
96.5,61.4000015,0,0
90.1999969,53.4000015,0,1
89.5,52.5,0,1
90.5999985,60.2000008,0,0
85.0999985,55.400001499999995,1,0
75.0999985,56.099998500000005,0,0
81.9000015,46.2999992,0,0
92.6999969,56.99999999999999,0,0
85.6999969,45.2000008,0,0
88.5,52.2000008,0,0
96.3000031,47.4000015,1,0
80.9000015,46.200000800000005,1,0
80.5999985,53.0,0,0
90.5999985,60.2000008,0,0
90.1999969,54.599998500000005,0,0
96.0999985,51.5999985,1,0
72.9000015,53.5999985,0,0
75.5999985,67.8000031,0,0
79.0,62.2000008,0,0
76.8000031,33.2999992,0,0
87.5999985,34.9000015,0,0
70.5,31.6000004,0,0
95.19999689999999,44.2000008,0,1
86.5999985,30.2999992,0,0
96.3000031,39.5,0,0
96.1999969,33.4000015,0,0
86.3000031,33.7999992,0,0
85.3000031,28.7999992,0,0
80.3000031,61.7999992,0,0
80.5999985,52.5,1,0
87.5,47.5,0,0
89.5,66.4000015,1,0
87.5,44.2000008,0,1
76.1999969,63.2999992,0,0
72.5999985,32.2999992,0,0
75.5999985,61.2000008,0,0
79.1999969,63.0999985,0,0
76.8000031,35.4000015,0,0
84.5999985,44.2000008,0,0
84.5,69.5999985,0,0
76.0999985,39.5999985,0,0
72.3000031,63.0,0,0
95.0,62.4000015,0,1
89.8000031,44.2000008,0,0
90.6999969,70.9000015,0,0
73.1999969,48.5,0,0
86.5999985,53.7999992,1,0
80.5,48.099998500000005,0,0
84.0999985,59.5999985,0,0
89.0999985,56.49999999999999,1,0
74.5999985,33.700000800000005,0,0
71.1999969,53.5999985,0,0
80.4000015,66.3000031,0,0
84.9000015,64.1999969,1,0
86.1999969,55.50000000000001,1,0
88.0,64.9000015,0,0
93.1999969,68.4000015,0,0
92.9000015,43.5999985,0,0
88.5,69.9000015,0,0
92.0,71.0999985,0,0
91.9000015,57.799999199999995,0,1
92.0999985,74.0999985,0,0
89.1999969,61.7000008,0,0
80.9000015,74.4000015,1,0
89.0999985,45.5,0,1
88.5999985,46.0999985,0,1
93.6999969,56.200000800000005,0,0
89.6999969,64.5,0,0
87.8000031,49.9000015,0,1
74.8000031,37.0,0,0
90.1999969,47.0,0,1
92.0,37.7000008,0,0
84.1999969,43.7000008,0,0
89.6999969,45.7999992,0,1
72.4000015,62.7000008,0,0
92.0999985,50.4000015,1,1
83.8000031,61.7999992,0,0
86.0,68.6999969,0,0
75.4000015,69.4000015,0,0
93.3000031,70.5,0,0
77.5,42.7000008,0,0
90.0,71.1999969,0,0
85.5999985,58.799999199999995,0,0
76.1999969,33.7999992,0,0
89.0999985,59.0999985,0,0
90.5,60.0,0,0
75.9000015,37.2999992,0,0
87.8000031,64.6999969,0,0
89.3000031,36.7000008,0,0
92.0,34.9000015,0,0
84.6999969,44.7999992,0,0
71.9000015,43.9000015,0,0
89.5,66.8000031,0,0
81.0,68.4000015,1,0
91.1999969,42.5,0,0
81.5,53.200000800000005,0,0
85.6999969,69.3000031,0,0
95.5,60.2999992,0,1
91.8000031,53.7999992,0,0
88.5999985,57.599998500000005,0,0
75.4000015,54.700000800000005,1,0
96.4000015,57.900001499999995,0,1
80.9000015,69.8000031,1,0
87.0,61.0999985,0,0
93.0999985,41.5999985,0,1
89.9000015,71.3000031,0,0
71.4000015,40.0,0,0
80.0999985,56.299999199999995,0,0
75.5,34.700000800000005,0,0
76.0999985,63.2999992,0,0
79.5,62.0999985,0,0
73.5999985,46.4000015,0,0
86.6999969,54.599998500000005,0,0
77.0,41.0,0,0
74.4000015,39.7999992,0,0
94.4000015,43.4000015,1,1
87.3000031,55.700000800000005,0,0
95.3000031,58.2000008,0,0
91.0999985,55.200000800000005,0,1
96.4000015,54.0,0,0
87.0999985,72.4000015,0,0
73.8000031,39.5999985,0,0
78.9000015,41.0,0,0
89.8000031,40.4000015,0,0
94.0999985,49.2999992,0,0
87.3000031,46.4000015,0,0
94.0999985,69.0,0,0
91.5999985,40.4000015,0,0
78.5999985,67.8000031,0,0
90.5,50.9000015,0,0
92.9000015,54.0,1,1
81.8000031,74.1999969,0,0
79.5999985,60.5999985,0,0
85.0,30.1000004,0,0
85.0999985,39.7000008,0,0
73.5,37.7000008,0,0
95.8000031,71.4000015,0,0
90.3000031,31.799999200000002,1,0
95.19999689999999,58.7000008,0,0
85.3000031,35.0,1,0
78.5999985,50.4000015,0,0
90.5999985,58.099998500000005,0,1
75.5999985,67.0,0,0
74.5,48.5,0,0
73.3000031,51.9000015,0,0
81.5,28.899999599999997,0,0
74.5999985,47.7999992,0,0
91.5,31.8999996,0,0
73.5999985,35.2000008,0,0
90.5999985,56.700000800000005,0,0
87.1999969,43.0999985,0,0
89.0,74.8000031,0,0
95.19999689999999,64.5999985,0,0
78.6999969,67.9000015,0,0
92.6999969,58.099998500000005,0,0
89.8000031,54.50000000000001,0,1
87.0,54.599998500000005,0,0
90.3000031,67.8000031,0,0
74.1999969,43.7999992,0,0
77.3000031,40.0999985,0,0
78.1999969,29.5,0,0
82.3000031,68.1999969,0,0
81.1999969,35.7999992,0,0
75.5999985,54.0,0,0
77.4000015,60.2000008,0,0
95.6999969,61.7000008,0,0
79.3000031,58.799999199999995,0,0
76.1999969,72.9000015,0,0
71.3000031,36.9000015,0,0
74.8000031,52.4000015,0,0
85.0999985,63.0,0,0
87.5,51.2999992,0,0
75.0,48.7000008,0,0
72.3000031,52.5,0,0
87.9000015,45.0,0,0
92.0,56.099998500000005,0,0
74.9000015,49.7000008,0,0
75.9000015,40.299999199999995,0,0
85.5999985,67.8000031,0,0
85.5,40.700000800000005,0,0
74.0999985,73.8000031,0,0
85.8000031,42.5,0,0
89.0,46.799999199999995,0,1
86.4000015,61.4000015,0,0
94.4000015,54.200000800000005,1,1
91.5,52.0999985,0,1
91.5999985,58.299999199999995,0,1
74.8000031,63.5999985,0,0
74.9000015,41.0,0,0
77.9000015,63.4000015,0,0
89.4000015,47.5,0,0
92.1999969,56.99999999999999,0,0
76.8000031,48.2000008,0,0
86.0,68.8000031,0,0
88.0,62.4000015,0,0
79.3000031,65.8000031,0,0
81.5,70.5,0,0
89.0999985,56.400001499999995,0,0
8.5,46.0,0,0
90.1999969,46.0,0,0
85.5,31.5,0,0
84.0999985,30.200000799999998,0,0
89.0,56.700000800000005,0,0
80.6999969,52.5999985,0,0
75.0,43.5999985,0,0
75.4000015,55.700000800000005,0,0
88.9000015,53.5999985,0,1
77.6999969,36.9000015,0,0
79.80000310000001,38.0,0,0
79.5,70.8000031,0,0
91.0,56.099998500000005,0,1
91.5,51.5,0,1
93.5,41.9000015,0,1
78.6999969,33.0999985,0,0
85.5,30.1000004,0,0
78.4000015,55.700000800000005,0,0
71.1999969,46.0,0,0
89.4000015,65.0999985,1,0
90.5999985,46.9000015,0,0
84.6999969,64.9000015,0,0
87.5999985,30.6000004,0,0
80.8000031,52.2000008,0,0
73.1999969,56.299999199999995,0,0
89.5,46.4000015,0,0
75.6999969,69.9000015,0,0
77.5999985,60.5,0,0
87.1999969,37.0999985,0,0
76.9000015,59.0,0,0
88.5,50.0,1,0
83.8000031,19.2000008,0,0
85.8000031,50.0,1,0
85.5,29.399999599999997,0,0
89.6999969,57.599998500000005,0,0
79.80000310000001,66.3000031,0,0
85.0,48.2000008,0,0
90.9000015,46.200000800000005,0,0
81.5,36.9000015,0,0
77.5,25.0,0,0
87.5,61.2000008,0,1
91.6999969,49.9000015,0,1
93.3000031,42.9000015,1,0
91.5999985,46.0,0,0
86.6999969,49.4000015,0,0
79.1999969,18.2999992,0,0
91.9000015,31.0,0,0
75.5999985,49.7000008,0,0
80.4000015,28.000000000000004,0,0
95.0,46.0,0,0
93.8000031,54.200000800000005,0,0
70.19999689999999,52.5,0,0
91.4000015,53.9000015,1,0
92.5999985,54.7999992,0,0
87.5999985,44.900001499999995,0,1
89.5,45.0,0,1
90.4000015,45.7000008,0,1
71.6999969,50.9000015,0,0
93.6999969,59.799999199999995,0,0
94.0,56.00000000000001,0,0
90.0,51.9000015,0,1
95.4000015,65.6999969,0,0
93.9000015,55.700000800000005,1,0
93.0,62.4000015,0,1
90.3000031,60.5999985,0,1
85.8000031,46.0,0,0
90.0999985,55.200000800000005,0,1
81.5,47.0,0,0
84.1999969,62.9000015,1,0
93.9000015,53.0,0,1
98.0999985,47.7999992,1,1
75.6999969,39.7000008,0,0
82.1999969,30.2999992,0,0
86.8000031,43.2999992,0,0
85.8000031,53.4000015,0,0
95.9000015,45.7999992,1,0
